n,r3
8459,1008
8460,240
8461,744
8462,1200
8463,0
8464,150
8465,960
8466,1152
8467,360
8468,432
8469,1656
8470,624
8471,0
8472,240
8473,480
8474,1248
8475,720
8476,0
8477,1176
8478,576
8479,0
8480,336
8481,672
8482,432
8483,720
8484,480
8485,432
8486,1224
8487,0
8488,216
8489,1728
8490,768
8491,480
8492,336
8493,576
8494,672
8495,0
8496,216
8497,384
8498,1152
8499,576
8500,288
8501,1800
8502,480
8503,0
8504,720
8505,1248
8506,648
8507,432
8508,0
8509,624
8510,1152
8511,0
8512,48
8513,720
8514,960
8515,384
8516,672
8517,672
8518,504
8519,0
8520,384
8521,672
8522,1080
8523,360
8524,312
8525,1680
8526,1008
8527,0
8528,144
8529,912
8530,432
8531,1200
8532,576
8533,576
8534,864
8535,0
8536,384
8537,720
8538,912
8539,408
8540,0
8541,720
8542,480
8543,0
8544,240
8545,480
8546,1728
8547,384
8548,192
8549,1344
8550,1512
8551,0
8552,504
8553,912
8554,768
8555,768
8556,192
8557,480
8558,624
8559,0
8560,0
8561,1056
8562,480
8563,216
8564,936
8565,576
8566,888
8567,0
8568,480
8569,576
8570,816
8571,864
8572,0
8573,888
8574,624
8575,0
8576,168
8577,1152
8578,384
8579,1008
8580,384
8581,744
8582,768
8583,0
8584,336
8585,1152
8586,1224
8587,432
8588,336
8589,1056
8590,624
8591,0
8592,144
8593,480
8594,1632
8595,480
8596,336
8597,744
8598,624
8599,0
8600,600
8601,1152
8602,672
8603,576
8604,0
8605,384
8606,1584
8607,0
8608,120
8609,1920
8610,960
8611,336
8612,384
8613,768
8614,528
8615,0
8616,480
8617,480
8618,816
8619,624
8620,288
8621,1344
8622,960
8623,0
8624,216
8625,576
8626,576
8627,504
8628,288
8629,744
8630,1296
8631,0
8632,240
8633,768
8634,1056
8635,384
8636,0
8637,768
8638,384
8639,0
8640,0
8641,912
8642,1008
8643,384
8644,432
8645,1344
8646,960
8647,0
8648,672
8649,990
8650,600
8651,912
8652,192
8653,384
8654,1296
8655,0
8656,120
8657,1104
8658,1008
8659,528
8660,336
8661,816
8662,528
8663,0
8664,504
8665,576
8666,1200
8667,648
8668,0
8669,1416
8670,816
8671,0
8672,288
8673,432
8674,720
8675,840
8676,720
8677,360
8678,1224
8679,0
8680,192
8681,1248
8682,432
8683,384
8684,336
8685,1584
8686,1008
8687,0
8688,0
8689,528
8690,960
8691,624
8692,240
8693,1224
8694,1152
8695,0
8696,768
8697,672
8698,360
8699,840
8700,0
8701,768
8702,624
8703,0
8704,48
8705,1056
8706,1152
8707,360
8708,480
8709,864
8710,384
8711,0
8712,396
8713,528
8714,1896
8715,384
8716,168
8717,816
8718,528
8719,0
8720,384
8721,1152
8722,672
8723,672
8724,432
8725,840
8726,888
8727,0
8728,264
8729,1536
8730,720
8731,408
8732,0
8733,672
8734,912
8735,0
8736,288
8737,432
8738,768
8739,1080
8740,288
8741,1512
8742,864
8743,0
8744,504
8745,576
8746,648
8747,504
8748,320
8749,576
8750,1200
8751,0
8752,72
8753,1392
8754,864
8755,480
8756,720
8757,720
8758,480
8759,0
8760,288
8761,624
8762,1344
8763,576
8764,0
8765,912
8766,1296
8767,0
8768,96
8769,1056
8770,528
8771,1080
8772,288
8773,480
8774,2016
8775,0
8776,384
8777,1008
8778,576
8779,360
8780,384
8781,960
8782,336
8783,0
8784,360
8785,672
8786,1248
8787,288
8788,336
8789,1056
8790,768
8791,0
8792,432
8793,720
8794,504
8795,768
8796,0
8797,720
8798,912
8799,0
8800,168
8801,864
8802,1152
8803,216
8804,768
8805,960
8806,672
8807,0
8808,240
8809,768
8810,1248
8811,960
8812,120
8813,816
8814,672
8815,0
8816,0
8817,624
8818,576
8819,1176
8820,504
8821,552
8822,768
8823,0
8824,384
8825,1344
8826,1008
8827,288
8828,0
8829,1224
8830,816
8831,0
8832,96
8833,528
8834,1152
8835,384
8836,294
8837,936
8838,600
8839,0
8840,672
8841,1152
8842,312
8843,624
8844,384
8845,384
8846,1680
8847,0
8848,96
8849,1392
8850,960
8851,528
8852,504
8853,576
8854,960
8855,0
8856,576
8857,480
8858,1008
8859,384
8860,0
8861,1656
8862,672
8863,0
8864,264
8865,1440
8866,672
8867,648
8868,336
8869,840
8870,1008
8871,0
8872,312
8873,720
8874,1584
8875,576
8876,576
8877,480
8878,384
8879,0
8880,96
8881,720
8882,912
8883,768
8884,216
8885,816
8886,720
8887,0
8888,624
8889,1200
8890,576
8891,768
8892,0
8893,552
8894,1152
8895,0
8896,72
8897,768
8898,480
8899,336
8900,720
8901,1296
8902,552
8903,0
8904,480
8905,576
8906,1632
8907,528
8908,144
8909,1920
8910,1296
8911,0
8912,216
8913,432
8914,768
8915,528
8916,576
8917,528
8918,1152
8919,0
8920,240
8921,1968
8922,480
8923,456
8924,0
8925,672
8926,576
8927,0
8928,288
8929,720
8930,1056
8931,768
8932,192
8933,840
8934,960
8935,0
8936,408
8937,576
8938,624
8939,912
8940,288
8941,696
8942,1152
8943,0
8944,0
8945,1632
8946,960
8947,240
8948,360
8949,960
8950,504
8951,0
8952,336
8953,480
8954,1320
8955,576
8956,0
8957,936
8958,720
8959,0
8960,48
8961,1152
8962,384
8963,696
8964,576
8965,480
8966,1512
8967,0
8968,192
8969,1008
8970,960
8971,456
8972,360
8973,840
8974,768
8975,0
8976,192
8977,480
8978,804
8979,576
8980,384
8981,1440
8982,936
8983,0
8984,936
8985,576
8986,984
8987,768
8988,0
8989,720
8990,864
8991,0
8992,96
8993,1104
8994,1056
8995,480
8996,480
8997,672
8998,432
8999,0
9000,720
9001,720
9002,816
9003,288
9004,168
9005,1440
9006,1056
9007,0
9008,216
9009,1440
9010,480
9011,792
9012,432
9013,360
9014,1656
9015,0
9016,432
9017,672
9018,768
9019,720
9020,0
9021,1152
9022,432
9023,0
9024,96
9025,630
9026,1920
9027,480
9028,288
9029,1368
9030,576
9031,0
9032,336
9033,720
9034,456
9035,960
9036,504
9037,432
9038,1104
9039,0
9040,144
9041,1008
9042,576
9043,360
9044,864
9045,768
9046,504
9047,0
9048,288
9049,864
9050,1512
9051,480
9052,0
9053,912
9054,1200
9055,0
9056,360
9057,816
9058,480
9059,936
9060,384
9061,864
9062,960
9063,0
9064,432
9065,1344
9066,672
9067,216
9068,264
9069,864
9070,816
9071,0
9072,0
9073,432
9074,1296
9075,728
9076,360
9077,1440
9078,672
9079,0
9080,336
9081,1200
9082,624
9083,576
9084,0
9085,576
9086,1632
9087,0
9088,48
9089,1056
9090,1008
9091,504
9092,576
9093,672
9094,648
9095,0
9096,672
9097,432
9098,696
9099,1152
9100,240
9101,1200
9102,480
9103,0
9104,384
9105,864
9106,720
9107,624
9108,240
9109,648
9110,1632
9111,0
9112,288
9113,1152
9114,1296
9115,336
9116,0
9117,936
9118,384
9119,0
9120,192
9121,576
9122,816
9123,432
9124,240
9125,1440
9126,1440
9127,0
9128,480
9129,1056
9130,576
9131,960
9132,144
9133,456
9134,1296
9135,0
9136,120
9137,672
9138,1056
9139,288
9140,720
9141,1152
9142,576
9143,0
9144,576
9145,576
9146,912
9147,480
9148,0
9149,1584
9150,720
9151,0
9152,0
9153,864
9154,864
9155,864
9156,384
9157,312
9158,816
9159,0
9160,240
9161,1728
9162,1080
9163,336
9164,432
9165,768
9166,816
9167,0
9168,192
9169,960
9170,1056
9171,936
9172,168
9173,1128
9174,672
9175,0
9176,912
9177,576
9178,336
9179,912
9180,0
9181,552
9182,1344
9183,0
9184,192
9185,864
9186,576
9187,504
9188,480
9189,1320
9190,480
9191,0
9192,384
9193,384
9194,1512
9195,480
9196,264
9197,1008
9198,1152
9199,0
9200,0
9201,1008
9202,384
9203,744
9204,576
9205,576
9206,1512
9207,0
9208,192
9209,1296
9210,960
9211,432
9212,0
9213,576
9214,768
9215,0
9216,30
9217,672
9218,1248
9219,384
9220,288
9221,1176
9222,768
9223,0
9224,768
9225,1440
9226,672
9227,600
9228,192
9229,1008
9230,1056
9231,0
9232,96
9233,1056
9234,1248
9235,336
9236,792
9237,528
9238,480
9239,0
9240,384
9241,432
9242,936
9243,480
9244,0
9245,1032
9246,1440
9247,0
9248,204
9249,624
9250,864
9251,744
9252,576
9253,672
9254,816
9255,0
9256,336
9257,1440
9258,528
9259,576
9260,432
9261,1536
9262,336
9263,0
9264,192
9265,576
9266,1728
9267,528
9268,288
9269,1344
9270,720
9271,0
9272,432
9273,768
9274,888
9275,960
9276,0
9277,312
9278,960
9279,0
9280,96
9281,1920
9282,576
9283,264
9284,720
9285,768
9286,936
9287,0
9288,384
9289,480
9290,1248
9291,768
9292,192
9293,600
9294,1200
9295,0
9296,336
9297,720
9298,432
9299,1200
9300,336
9301,768
9302,984
9303,0
9304,264
9305,1056
9306,1584
9307,240
9308,0
9309,1056
9310,432
9311,0
9312,192
9313,624
9314,1344
9315,816
9316,384
9317,1152
9318,624
9319,0
9320,720
9321,672
9322,528
9323,696
9324,480
9325,840
9326,816
9327,0
9328,0
9329,1584
9330,960
9331,480
9332,408
9333,720
9334,1008
9335,0
9336,528
9337,624
9338,960
9339,480
9340,0
9341,1656
9342,576
9343,0
9344,192
9345,768
9346,720
9347,576
9348,384
9349,648
9350,1680
9351,0
9352,288
9353,672
9354,672
9355,288
9356,456
9357,864
9358,720
9359,0
9360,288
9361,672
9362,864
9363,480
9364,360
9365,1104
9366,960
9367,0
9368,504
9369,1728
9370,432
9371,1176
9372,0
9373,384
9374,1296
9375,0
9376,216
9377,768
9378,720
9379,576
9380,672
9381,672
9382,552
9383,0
9384,288
9385,864
9386,1512
9387,576
9388,120
9389,1584
9390,864
9391,0
9392,168
9393,768
9394,768
9395,576
9396,648
9397,504
9398,864
9399,0
9400,480
9401,1536
9402,528
9403,264
9404,0
9405,960
9406,576
9407,0
9408,56
9409,582
9410,816
9411,720
9412,192
9413,1224
9414,1512
9415,0
9416,672
9417,480
9418,624
9419,840
9420,288
9421,792
9422,1152
9423,0
9424,192
9425,1344
9426,1152
9427,336
9428,504
9429,1056
9430,384
9431,0
9432,360
9433,384
9434,2016
9435,768
9436,0
9437,1080
9438,624
9439,0
9440,240
9441,1584
9442,480
9443,480
9444,432
9445,576
9446,1704
9447,0
9448,312
9449,1392
9450,1344
9451,576
9452,240
9453,672
9454,624
9455,0
9456,0
9457,432
9458,816
9459,600
9460,384
9461,1368
9462,672
9463,0
9464,624
9465,576
9466,456
9467,984
9468,0
9469,576
9470,1680
9471,0
9472,24
9473,960
9474,1152
9475,360
9476,864
9477,1272
9478,624
9479,0
9480,288
9481,1008
9482,864
9483,384
9484,312
9485,768
9486,960
9487,0
9488,288
9489,1008
9490,768
9491,1080
9492,288
9493,432
9494,1344
9495,0
9496,264
9497,864
9498,576
9499,672
9500,0
9501,672
9502,576
9503,0
9504,384
9505,576
9506,1680
9507,384
9508,192
9509,1296
9510,768
9511,0
9512,720
9513,960
9514,624
9515,672
9516,384
9517,480
9518,1008
9519,0
9520,96
9521,1536
9522,900
9523,288
9524,456
9525,1200
9526,576
9527,0
9528,336
9529,672
9530,1200
9531,576
9532,0
9533,1464
9534,960
9535,0
9536,168
9537,816
9538,384
9539,1320
9540,480
9541,864
9542,672
9543,0
9544,384
9545,1248
9546,1248
9547,312
9548,288
9549,936
9550,672
9551,0
9552,144
9553,480
9554,1920
9555,672
9556,408
9557,624
9558,1224
9559,0
9560,576
9561,1008
9562,384
9563,432
9564,0
9565,912
9566,1152
9567,0
9568,96
9569,1824
9570,576
9571,480
9572,720
9573,480
9574,648
9575,0
9576,720
9577,384
9578,1032
9579,768
9580,192
9581,1344
9582,720
9583,0
9584,0
9585,768
9586,816
9587,552
9588,384
9589,960
9590,1440
9591,0
9592,240
9593,960
9594,1200
9595,384
9596,0
9597,576
9598,480
9599,0
9600,120
9601,576
9602,1056
9603,864
9604,390
9605,1056
9606,816
9607,0
9608,480
9609,1200
9610,792
9611,1056
9612,192
9613,504
9614,1536
9615,0
9616,240
9617,1104
9618,480
9619,456
9620,480
9621,1800
9622,432
9623,0
9624,720
9625,576
9626,1080
9627,432
9628,0
9629,1320
9630,1296
9631,0
9632,288
9633,720
9634,672
9635,1056
9636,480
9637,624
9638,912
9639,0
9640,192
9641,1152
9642,672
9643,264
9644,552
9645,768
9646,672
9647,0
9648,120
9649,672
9650,1200
9651,672
9652,288
9653,1080
9654,1056
9655,0
9656,864
9657,864
9658,672
9659,912
9660,0
9661,456
9662,768
9663,0
9664,0
9665,1536
9666,1536
9667,288
9668,432
9669,768
9670,528
9671,0
9672,288
9673,576
9674,1392
9675,840
9676,192
9677,1176
9678,432
9679,0
9680,312
9681,1056
9682,576
9683,432
9684,792
9685,480
9686,2016
9687,0
9688,240
9689,1248
9690,768
9691,480
9692,0
9693,1152
9694,912
9695,0
9696,144
9697,480
9698,1392
9699,672
9700,336
9701,1824
9702,1080
9703,0
9704,648
9705,864
9706,576
9707,624
9708,336
9709,864
9710,1008
9711,0
9712,0
9713,624
9714,960
9715,576
9716,672
9717,480
9718,336
9719,0
9720,624
9721,1104
9722,1032
9723,576
9724,0
9725,1320
9726,1296
9727,0
9728,72
9729,960
9730,480
9731,768
9732,240
9733,504
9734,1344
9735,0
9736,384
9737,1056
9738,792
9739,312
9740,528
9741,960
9742,528
9743,0
9744,192
9745,576
9746,1440
9747,608
9748,216
9749,1944
9750,1152
9751,0
9752,336
9753,528
9754,840
9755,480
9756,0
9757,672
9758,768
9759,0
9760,144
9761,1392
9762,576
9763,384
9764,912
9765,1152
9766,720
9767,0
9768,384
9769,624
9770,1008
9771,624
9772,144
9773,912
9774,1344
9775,0
9776,240
9777,720
9778,624
9779,1152
9780,384
9781,600
9782,864
9783,0
9784,336
9785,1440
9786,1056
9787,264
9788,0
9789,1344
9790,576
9791,0
9792,144
9793,480
9794,1248
9795,480
9796,480
9797,768
9798,960
9799,0
9800,756
9801,1326
9802,360
9803,888
9804,192
9805,672
9806,1680
9807,0
9808,120
9809,1536
9810,720
9811,504
9812,624
9813,528
9814,768
9815,0
9816,384
9817,576
9818,1176
9819,1224
9820,0
9821,960
9822,720
9823,0
9824,408
9825,1008
9826,864
9827,672
9828,384
9829,504
9830,1200
9831,0
9832,216
9833,1248
9834,960
9835,384
9836,456
9837,600
9838,624
9839,0
9840,0
9841,1056
9842,1248
9843,288
9844,432
9845,1536
9846,936
9847,0
9848,384
9849,1008
9850,600
9851,1080
9852,0
9853,432
9854,1776
9855,0
9856,96
9857,720
9858,672
9859,504
9860,384
9861,1152
9862,504
9863,0
9864,720
9865,384
9866,1848
9867,384
9868,168
9869,1968
9870,576
9871,0
9872,144
9873,1296
9874,576
9875,1152
9876,624
9877,480
9878,672
9879,0
9880,384
9881,1344
9882,1080
9883,408
9884,0
9885,672
9886,672
9887,0
9888,144
9889,864
9890,1632
9891,720
9892,240
9893,816
9894,1056
9895,0
9896,936
9897,816
9898,504
9899,720
9900,360
9901,744
9902,1200
9903,0
9904,120
9905,1056
9906,672
9907,360
9908,456
9909,1344
9910,864
9911,0
9912,384
9913,480
9914,936
9915,576
9916,0
9917,1104
9918,1200
9919,0
9920,96
9921,720
9922,624
9923,600
9924,624
9925,504
9926,1344
9927,0
9928,288
9929,1824
9930,768
9931,552
9932,480
9933,576
9934,432
9935,0
9936,384
9937,336
9938,720
9939,672
9940,288
9941,1608
9942,480
9943,0
9944,672
9945,960
9946,1128
9947,768
9948,0
9949,600
9950,1680
9951,0
9952,144
9953,1056
9954,1728
9955,384
9956,528
9957,912
9958,432
9959,0
9960,384
9961,768
9962,1056
9963,624
9964,288
9965,816
9966,1248
9967,0
9968,0
9969,720
9970,528
9971,1080
9972,360
9973,552
9974,2040
9975,0
9976,240
9977,912
9978,720
9979,480
9980,0
9981,1800
9982,384
9983,0
9984,0
9985,768
9986,768
9987,624
9988,336
9989,1296
9990,768
9991,0
9992,480
9993,624
9994,1104
9995,960
9996,432
9997,432
9998,816
9999,0
10000,150
